"","plot","subplot","distance","direction"
"1",1,1,2.98819993855432,77.1748186927289
"2",1,2,3.7235660594888,346.960051534697
"3",1,3,4.2233213596046,189.564108252525
"4",2,1,4.56774815102108,193.045940352604
"5",2,2,4.22796890488826,289.058950804174
"6",2,3,4.60981780546717,28.9029080886394
"7",3,1,0.358675277093425,98.5370525345206
"8",3,2,4.03965093079023,190.55397153832
"9",3,3,4.12521587684751,221.640292983502
"10",4,1,3.37352358852513,285.467288363725
"11",4,2,1.05825114995241,125.29436272569
"12",4,3,4.88132332684472,162.507660174742
"13",5,1,2.41618913016282,219.710231116042
"14",5,2,3.94045367604122,54.8084446694702
"15",5,3,2.29038718040101,305.685786372051
"16",6,1,2.83029644517228,162.101748911664
"17",6,2,2.17062625219114,314.837767342106
"18",6,3,4.33803537976928,7.70742692984641
"19",7,1,1.97676984127611,297.185671208426
"20",7,2,4.45809606811963,16.6678256727755
"21",7,3,1.18899737484753,95.6607758067548
"22",8,1,4.5717246516142,49.4606758654118
"23",8,2,3.75509749283083,264.264531712979
"24",8,3,1.23673228197731,162.711838893592
"25",9,1,1.64593578549102,250.135816102847
"26",9,2,0.477865842403844,235.462516928092
"27",9,3,4.39411546802148,304.780336562544
"28",10,1,2.48308197711594,213.788400096819
"29",10,2,1.47233937168494,64.6227907855064
"30",10,3,3.05958824581467,326.758198058233
"31",11,1,3.93265004036948,139.022309118882
"32",11,2,4.76231787819415,313.833306301385
"33",11,3,2.54310465650633,56.0029835533351
"34",12,1,0.588861554861069,121.708660237491
"35",12,2,4.00945708388463,116.528715994209
"36",12,3,2.4000020546373,72.8280077129602
"37",13,1,4.71458095824346,27.0882036723197
"38",13,2,0.934985722415149,131.71173915267
"39",13,3,4.68768423423171,15.409106137231
"40",14,1,1.3178366725333,289.30775041692
"41",14,2,4.90002444479614,39.5643767807633
"42",14,3,4.79355668532662,295.575361512601
"43",15,1,0.955416745273396,97.7196236047894
"44",15,2,1.09764765365981,342.95509731397
"45",15,3,2.20791199826635,277.142653791234
"46",16,1,0.662747266469523,236.056410474703
"47",16,2,1.25957254203968,49.880147119984
"48",16,3,1.84392383787781,13.5912364628166
"49",17,1,4.82251519802958,59.5601874031126
"50",17,2,3.02819546312094,109.03904562816
"51",17,3,4.8706904205028,273.978995634243
"52",18,1,2.16992579749785,2.34507285989821
"53",18,2,0.925193014554679,65.0811804737896
"54",18,3,1.71505149803124,183.70215671137
"55",19,1,4.49901015963405,202.469579726458
"56",19,2,2.88356135832146,153.89509934932
"57",19,3,1.88246834091842,332.038348792121
"58",20,1,4.19924189103767,248.747649472207
"59",20,2,4.84990019118413,327.574838418514
"60",20,3,0.533378279069439,78.0577295646071
"61",21,1,0.787820535479113,135.339608900249
"62",21,2,0.937747869174927,94.85924215056
"63",21,3,4.00089454487897,219.150348398834
"64",22,1,4.45887349080294,292.685735430568
"65",22,2,2.66573182540014,154.178802045062
"66",22,3,2.53414776758291,28.3875547349453
"67",23,1,0.204174167010933,14.4128161948174
"68",23,2,0.318946952465922,110.56470698677
"69",23,3,2.10905529675074,285.336919846013
"70",24,1,4.88697857013904,14.0770866069943
"71",24,2,2.74744607508183,34.3512464873493
"72",24,3,1.79588827770203,307.490517999977
"73",25,1,2.9262740467675,243.690406233072
"74",25,2,3.39577795239165,346.161247026175
"75",25,3,0.590954996878281,213.793105361983
"76",26,1,0.743549595354125,317.044290862978
"77",26,2,2.11579538648948,72.3162311688066
"78",26,3,0.111234046053141,104.207291845232
"79",27,1,3.1882939604111,19.6501898858696
"80",27,2,3.72089470853098,232.610793476924
"81",27,3,2.24142684368417,294.464798904955
"82",28,1,4.76606353186071,268.055221689865
"83",28,2,0.0375662965234369,218.516088528559
"84",28,3,0.245239695068449,47.1925484575331
