"","plot","subplot","distance","direction"
"1",1,1,0.847848267294466,250.531095843762
"2",1,2,4.09071371192113,340.672655208036
"3",1,3,0.473910080036148,139.190315231681
"4",2,1,2.75036407983862,271.585069522262
"5",2,2,0.481500558089465,349.704602630809
"6",2,3,1.64475249126554,23.1576535105705
"7",3,1,4.33421220397577,81.7987423483282
"8",3,2,2.8132048016414,253.869319874793
"9",3,3,4.50793209020048,310.339803742245
"10",4,1,4.66971158166416,159.640197521076
"11",4,2,2.68410752527416,290.515677882358
"12",4,3,3.6039455968421,282.078969134018
"13",5,1,3.83469515829347,27.5148283783346
"14",5,2,0.0705137604381889,101.74085246399
"15",5,3,0.791057120077312,306.512680230662
"16",6,1,4.23040276276879,127.418404547498
"17",6,2,2.35984666738659,51.269561983645
"18",6,3,4.68236691900529,3.03521521389484
"19",7,1,3.06816366384737,257.417439334095
"20",7,2,3.67271668976173,293.41345067136
"21",7,3,2.6226359163411,240.201981011778
"22",8,1,0.171642324421555,138.202206613496
"23",8,2,1.52676541707478,268.750953767449
"24",8,3,4.31744961882941,129.16613378562
"25",9,1,2.64055129606277,342.415454378352
"26",9,2,4.78042081347667,92.2914777975529
"27",9,3,3.5228569759056,294.938085582107
"28",10,1,0.57116128387861,35.6646439433098
"29",10,2,4.95953567093238,63.8697691541165
"30",10,3,1.50065427063964,190.726749217138
"31",11,1,2.46873824857175,269.801146639511
"32",11,2,2.84183814306743,71.7226167395711
"33",11,3,1.74455733038485,251.371665783226
"34",12,1,1.12289503333159,323.605830911547
"35",12,2,3.86143497307785,45.3949968516827
"36",12,3,1.27972298068926,255.906698936597
"37",13,1,1.89494464313611,235.514909103513
"38",13,2,1.4128120848909,7.6886132452637
"39",13,3,2.52120053512044,277.804392725229
"40",14,1,3.84045461541973,104.662398258224
"41",14,2,0.522838815813884,97.4839375633746
"42",14,3,4.42100842483342,139.731990527362
"43",15,1,0.908688998315483,124.109302600846
"44",15,2,3.31794802797958,246.019653975964
"45",15,3,4.24867400899529,343.254772312939
"46",16,1,3.71693608234636,103.201139084995
"47",16,2,1.3348519790452,262.887437492609
"48",16,3,2.53142662462778,174.234776711091
"49",17,1,3.19910147227347,130.760858673602
"50",17,2,0.973727072123438,240.643579736352
"51",17,3,4.94145145174116,196.960791964084
"52",18,1,4.22437456552871,269.308632044122
"53",18,2,0.985626017209142,68.2415518350899
"54",18,3,4.61041173199192,94.5416546054184
"55",19,1,2.79425156186335,67.8275053482503
"56",19,2,0.262662065215409,77.5682617072016
"57",19,3,4.38243483309634,133.535156892613
"58",20,1,0.440560671268031,324.82054294087
"59",20,2,1.26145277405158,218.983103781939
"60",20,3,0.491599588422105,52.7437632344663
"61",21,1,3.71752756764181,100.409050611779
"62",21,2,4.86201141262427,58.9615097176284
"63",21,3,1.50015799095854,11.1512165050954
"64",22,1,4.12876095273532,150.110534029081
"65",22,2,4.49318027705885,298.537119152024
"66",22,3,4.8832025390584,135.744526823983
"67",23,1,1.01699976716191,14.7261380217969
"68",23,2,3.5131265653763,194.793120156974
"69",23,3,2.6036893890705,137.180974557996
"70",24,1,0.265806231182069,298.173543289304
"71",24,2,0.896479187067598,248.875015508384
"72",24,3,1.14661729778163,107.58956101723
"73",25,1,4.60962985293008,247.801319528371
"74",25,2,1.67200579075143,11.0110425855964
"75",25,3,3.8721744902432,42.3621783591807
"76",26,1,4.7256315278355,196.217701211572
"77",26,2,4.66508187586442,313.303235834464
"78",26,3,3.32883029361255,311.452768351883
"79",27,1,2.40981502225623,97.1852022595704
"80",27,2,1.30461320048198,223.34853105247
"81",27,3,4.77760224603117,120.080065084621
"82",28,1,4.73991920473054,188.37563501671
"83",28,2,2.55678585963324,154.106291877106
"84",28,3,0.527696232311428,57.1354481577873
"85",29,1,2.45150384027511,3.38720359839499
"86",29,2,4.63975890656002,251.053899619728
"87",29,3,0.113730998709798,333.998958673328
"88",30,1,1.63033750141039,47.700628079474
"89",30,2,3.5266970784869,273.10325958766
"90",30,3,1.49009572225623,40.345938205719
